player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_tackles_tackles,header_tackles_tackles_won,header_tackles_tackles_def_3rd,header_tackles_tackles_mid_3rd,header_tackles_tackles_att_3rd,header_dribbles_def_dribble_tackles,header_dribbles_def_dribbles_vs,header_dribbles_def_dribble_tackles_pct,header_dribbles_def_dribbled_past,header_pressures_pressures,header_pressures_pressure_regains,header_pressures_pressure_regain_pct,header_pressures_pressures_def_3rd,header_pressures_pressures_mid_3rd,header_pressures_pressures_att_3rd,header_blocks_blocks,header_blocks_blocked_shots,header_blocks_blocked_shots_saves,header_blocks_blocked_passes,interceptions,clearances,errors,matches
Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,48,32,26,19,3,25,42,59.5,17,210,68,32.4,79,96,35,27,3,0,24,20,32,1,Matches
Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,32,16,22,9,1,16,32,50.0,16,175,54,30.9,91,72,12,45,19,0,26,40,144,1,Matches
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,52,33,16,25,11,20,69,29.0,49,608,150,24.7,201,315,92,52,5,0,47,24,29,0,Matches
Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,50,35,13,23,14,15,46,32.6,31,504,153,30.4,106,167,231,30,1,0,29,14,5,0,Matches
Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,6,4,5,1,0,3,4,75.0,1,44,16,36.4,31,11,2,11,5,0,6,8,40,0,Matches
Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,34,23,14,16,4,13,60,21.7,47,497,122,24.5,118,308,71,29,3,0,26,11,31,1,Matches
Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,9.8,10,5,3,5,2,4,6,66.7,2,105,25,23.8,62,36,7,20,10,0,10,5,50,2,Matches
Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,23.2,31,16,19,11,1,14,26,53.8,12,151,50,33.1,84,65,2,33,16,1,17,27,103,3,Matches
Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,47,32,32,11,4,24,39,61.5,15,220,71,32.3,120,77,23,35,5,0,30,20,60,0,Matches
Giacomo Manzari,it ITA,"MF,FW",Sassuolo,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,0,0,0,0,0,0,0,Matches
Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,15,11,5,5,5,5,16,31.3,11,140,36,25.7,37,59,44,13,0,0,13,3,2,0,Matches
Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20.0,59,29,36,20,3,18,27,66.7,9,256,70,27.3,123,103,30,38,5,0,33,23,77,0,Matches
Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,32,17,20,8,4,12,23,52.2,11,127,56,44.1,68,39,20,20,4,0,16,23,34,0,Matches
Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,20,12,7,11,2,10,33,30.3,23,137,45,32.8,44,63,30,21,1,0,20,18,21,0,Matches
Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,32,16,22,9,1,10,20,50.0,10,108,41,38.0,77,28,3,24,14,0,10,22,112,1,Matches
Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,25,1994,12.7,26,17,16,8,2,9,21,42.9,12,158,44,27.8,54,57,47,22,3,0,19,21,19,1,Matches
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,19.1,12,9,7,5,0,4,10,40.0,6,91,29,31.9,54,33,4,32,22,0,10,27,48,1,Matches
Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,30,1989,6.0,5,0,1,3,1,2,5,40.0,3,72,11,15.3,23,32,17,13,0,0,13,8,8,0,Matches
Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1.0,0,0,0,0,0,0,0,,0,2,1,50.0,1,1,0,1,1,0,0,2,7,0,Matches
Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,1,0,0,1,0,0,0,,0,4,0,0.0,1,2,1,1,0,0,1,0,0,0,Matches
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,3,1,2,1,0,1,2,50.0,1,11,3,27.3,6,4,1,1,0,0,1,1,14,0,Matches
José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,24,11,19,4,1,8,14,57.1,6,98,31,31.6,59,36,3,25,9,0,16,21,122,1,Matches
Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,0,0,0,0,0,0,1,0.0,1,14,3,21.4,2,8,4,1,0,0,1,0,0,0,Matches
Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,25,12,18,5,2,11,38,28.9,27,197,57,28.9,114,64,19,35,9,0,26,10,93,1,Matches
Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,6,5,5,1,0,4,8,50.0,4,78,31,39.7,25,40,13,6,1,0,5,4,3,0,Matches
Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,Matches
Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,19,6,13,5,1,3,6,50.0,3,87,22,25.3,41,40,6,23,4,0,19,12,33,0,Matches
Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1.0,0,0,0,0,0,0,1,0.0,1,5,2,40.0,3,1,1,2,1,0,1,2,7,0,Matches
Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,51,28,35,16,0,24,48,50.0,24,234,88,37.6,141,86,7,40,14,0,26,25,84,1,Matches
Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,19.2,42,20,29,12,1,10,23,43.5,13,208,55,26.4,139,58,11,37,13,0,24,31,76,1,Matches
Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,0,0,0,0,0,0,0,,0,19,4,21.1,2,11,6,0,0,0,0,1,2,0,Matches
Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,0.8,3,1,1,1,1,2,5,40.0,3,13,5,38.5,2,8,3,0,0,0,0,0,0,0,Matches
Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,43,25,16,22,5,16,36,44.4,20,293,108,36.9,81,167,45,34,10,1,24,24,44,2,Matches
Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,19,9,13,3,3,11,18,61.1,7,149,27,18.1,55,64,30,29,6,0,23,19,58,2,Matches
Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,20,11,8,8,4,5,23,21.7,18,450,85,18.9,45,238,167,20,2,0,18,5,16,0,Matches
Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,15,12,1,4,10,1,13,7.7,12,379,108,28.5,23,128,228,19,1,0,18,4,16,0,Matches
Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,21,15,12,5,4,10,27,37.0,17,218,61,28.0,98,95,25,38,3,0,35,32,43,0,Matches
Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,1,0,0,1,0,0,1,Matches
Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,5,3,3,0,2,1,2,50.0,1,16,7,43.8,8,7,1,3,2,0,1,0,1,0,Matches
Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,8,7,4,3,1,1,5,20.0,4,51,16,31.4,19,29,3,3,0,0,3,1,3,0,Matches
Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,0,0,0,0,0,0,0,,0,13,2,15.4,6,3,4,1,0,0,1,1,0,0,Matches
Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,23,13,12,9,2,6,17,35.3,11,247,69,27.9,88,101,58,20,1,0,19,3,7,0,Matches
Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,Matches
Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,2,Matches
Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33.0,55,31,40,13,2,20,38,52.6,18,249,90,36.1,145,93,11,43,16,0,27,42,244,2,Matches
Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,1,0,Matches
Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,13,8,9,4,0,5,12,41.7,7,89,25,28.1,43,42,4,13,8,0,5,20,54,0,Matches
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,26.1,17,13,0,7,10,2,25,8.0,23,501,129,25.7,25,174,302,34,4,0,30,16,11,0,Matches
Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26.0,43,29,31,11,1,20,53,37.7,33,207,59,28.5,131,66,10,45,24,0,21,57,172,0,Matches
Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,2,2,2,0,0,0,1,0.0,1,25,6,24.0,8,12,5,1,1,0,0,0,3,0,Matches
Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,31,20,13,14,4,10,44,22.7,34,269,70,26.0,76,106,87,17,2,0,15,18,8,0,Matches
Adam Marušić,me MNE,DF,Lazio,it Serie A,26,1992,9.1,13,8,7,5,1,5,15,33.3,10,135,39,28.9,46,58,31,19,1,0,18,10,12,0,Matches
Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,66,41,26,36,4,15,60,25.0,45,444,140,31.5,171,241,32,54,13,0,41,62,67,1,Matches
Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,12.7,21,12,14,4,3,10,23,43.5,13,140,43,30.7,78,49,13,17,3,0,14,22,49,0,Matches
Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6.0,14,13,11,3,0,9,15,60.0,6,79,25,31.6,34,42,3,12,4,0,8,10,32,0,Matches
Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,40,25,26,11,3,14,45,31.1,31,262,77,29.4,119,105,38,41,13,2,28,28,99,2,Matches
Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35.0,0,0,0,0,0,0,2,0.0,2,4,0,0.0,4,0,0,0,0,0,0,1,0,2,Matches
Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,43,27,28,12,3,11,30,36.7,19,223,65,29.1,128,81,14,29,3,0,26,13,29,1,Matches
Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,26,12,3,14,9,4,18,22.2,14,456,109,23.9,35,198,223,23,3,0,20,8,18,0,Matches
Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,8,7,2,4,2,2,13,15.4,11,118,35,29.7,18,54,46,7,1,0,6,0,1,0,Matches
Aleš Matějů,cz CZE,DF,Brescia,it Serie A,23,1996,26.3,49,28,33,12,4,25,53,47.2,28,383,103,26.9,239,111,33,63,22,0,41,36,99,3,Matches
Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,6,3,0,6,0,0,6,0.0,6,173,45,26.0,6,84,83,7,3,0,4,1,11,0,Matches
Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,41,21,18,22,1,9,33,27.3,24,276,79,28.6,103,151,22,33,9,0,24,23,35,1,Matches
Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,13,9,5,6,2,5,12,41.7,7,64,27,42.2,35,27,2,7,3,0,4,13,76,0,Matches
Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,10,4,3,3,4,3,14,21.4,11,274,64,23.4,38,98,138,9,0,0,9,5,1,0,Matches
Alessandro Matri,it ITA,"FW,MF",Brescia,it Serie A,34,1984,1.0,0,0,0,0,0,0,0,,0,16,0,0.0,3,10,3,1,1,0,0,0,1,0,Matches
Federico Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,8.3,26,18,18,6,2,7,19,36.8,12,102,34,33.3,53,35,14,20,5,0,15,14,17,0,Matches
Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,23.5,51,32,17,21,13,9,45,20.0,36,483,140,29.0,128,227,128,47,5,0,42,20,18,1,Matches
Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,28,17,8,13,7,8,36,22.2,28,703,185,26.3,70,278,355,31,4,0,27,5,7,0,Matches
Stephy Mavididi,eng ENG,"FW,MF",Dijon,fr Ligue 1,21,1998,15.5,22,14,12,7,3,8,23,34.8,15,345,101,29.3,82,152,111,19,1,0,18,6,4,0,Matches
Philipp Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,38,25,21,13,4,12,42,28.6,30,395,127,32.2,177,165,53,41,4,1,37,28,62,0,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,30,1989,5.0,10,4,4,2,4,4,7,57.1,3,83,24,28.9,7,23,53,3,0,0,3,1,3,0,Matches
Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,3,1,0,3,0,0,2,0.0,2,26,5,19.2,7,12,7,4,0,0,4,1,0,0,Matches
Kévin Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,Matches
Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,9,4,4,2,3,1,13,7.7,12,322,84,26.1,25,153,144,14,2,0,12,4,10,0,Matches
Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,1,0,0,1,0,1,1,100.0,0,6,3,50.0,1,5,0,0,0,0,0,0,0,0,Matches
Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,71,43,39,26,6,30,50,60.0,20,330,120,36.4,137,135,58,50,8,1,42,20,56,0,Matches
Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,4,2,1,1,2,1,9,11.1,8,137,40,29.2,12,48,77,8,3,0,5,2,1,0,Matches
Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,14.7,16,10,10,4,2,6,20,30.0,14,185,51,27.6,76,76,33,39,10,1,29,13,52,1,Matches
Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,2,1,2,0,0,1,1,100.0,0,6,1,16.7,3,2,1,0,0,0,0,1,0,0,Matches
Isaac Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,1,1,0,1,0,0,0,,0,12,4,33.3,3,5,4,1,0,0,1,0,0,0,Matches
Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,6,4,1,4,1,0,3,0.0,3,92,23,25.0,11,60,21,2,0,0,2,2,1,0,Matches
James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,110,70,50,46,14,36,106,34.0,70,932,263,28.2,368,438,126,97,24,1,73,61,57,0,Matches
Oliver McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,35,21,9,20,6,7,39,17.9,32,619,150,24.2,57,291,271,33,3,0,30,18,43,0,Matches
Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,2,Matches
James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,77,42,33,37,7,30,69,43.5,39,419,125,29.8,163,208,48,35,5,0,30,27,19,1,Matches
John McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,59,41,24,22,13,20,66,30.3,46,508,144,28.3,137,254,117,32,2,0,30,25,20,1,Matches
David McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,42,26,10,23,9,5,17,29.4,12,460,118,25.7,46,241,173,20,3,1,17,3,24,0,Matches
Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23.0,53,35,23,25,5,21,57,36.8,36,492,148,30.1,172,239,81,47,14,0,33,48,70,0,Matches
Kenny McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33.0,48,31,26,18,4,16,53,30.2,37,589,159,27.0,227,277,85,47,8,1,39,38,69,1,Matches
Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,55,28,20,22,13,17,68,25.0,51,734,178,24.3,208,334,192,71,6,1,65,28,34,0,Matches
Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,50,31,20,26,4,17,38,44.7,21,262,84,32.1,94,138,30,39,6,0,33,33,52,0,Matches
Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,7.1,19,13,13,5,1,9,30,30.0,21,96,34,35.4,60,30,6,17,3,0,14,6,20,0,Matches
Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,18.1,33,21,13,17,3,10,51,19.6,41,332,91,27.4,124,167,41,31,8,0,23,30,37,1,Matches
Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32.0,35,16,23,12,0,19,36,52.8,17,176,56,31.8,108,62,6,64,34,0,30,44,279,0,Matches
Joshua Mees,de GER,"MF,FW",Union Berlin,de Bundesliga,23,1996,3.6,6,4,4,2,0,3,13,23.1,10,62,13,21.0,21,26,15,3,0,0,3,2,4,0,Matches
Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,14,5,3,8,3,4,19,21.1,15,325,90,27.7,42,171,112,16,0,0,16,5,3,1,Matches
Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,23.5,46,33,24,17,5,18,45,40.0,27,433,113,26.1,145,220,68,43,6,0,37,24,35,0,Matches
Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,22,1997,3.4,13,6,5,4,4,2,15,13.3,13,94,23,24.5,32,38,24,10,1,0,9,3,2,0,Matches
Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,21,1997,12.4,9,6,5,3,1,4,10,40.0,6,171,48,28.1,50,85,36,11,2,0,9,2,5,0,Matches
Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,28,16,14,11,3,7,23,30.4,16,256,69,27.0,93,119,44,18,3,0,15,10,23,1,Matches
Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,17,13,8,6,3,3,9,33.3,6,188,53,28.2,36,98,54,10,0,0,10,2,9,1,Matches
Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,38,29,22,16,0,11,19,57.9,8,197,68,34.5,111,78,8,24,12,0,12,26,57,0,Matches
Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,47,31,24,17,6,15,38,39.5,23,397,107,27.0,143,212,42,34,7,0,27,41,38,0,Matches
Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,22,13,9,9,4,12,36,33.3,24,314,68,21.7,106,126,82,19,0,0,19,13,28,0,Matches
Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,28,1991,9.6,15,8,9,6,0,3,10,30.0,7,143,32,22.4,40,67,36,18,3,0,15,6,11,0,Matches
Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,18,11,6,9,3,3,20,15.0,17,265,68,25.7,35,142,88,21,2,1,19,8,5,1,Matches
Alexandre Mendy,fr FRA,"FW,MF",Brest,fr Ligue 1,25,1994,10.0,4,2,2,0,2,0,6,0.0,6,134,27,20.1,11,61,62,6,2,0,4,1,9,0,Matches
Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,22,17,9,8,5,10,29,34.5,19,142,41,28.9,59,52,31,21,2,0,19,17,43,3,Matches
Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,1,2,Matches
Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,31,16,19,8,4,10,19,52.6,9,169,54,32.0,68,64,37,38,5,0,33,23,30,1,Matches
Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,7,4,4,2,1,1,2,50.0,1,42,14,33.3,22,18,2,5,1,0,4,6,7,0,Matches
Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16.0,59,27,33,19,7,31,56,55.4,25,260,65,25.0,114,112,34,35,6,0,29,28,56,1,Matches
Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,23,14,14,9,0,9,16,56.3,7,132,49,37.1,83,42,7,20,12,0,8,17,75,1,Matches
Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,0,0,0,0,0,0,0,,0,16,5,31.3,4,8,4,1,0,0,1,1,1,1,Matches
Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,8,5,4,4,0,2,6,33.3,4,72,22,30.6,42,26,4,15,10,0,5,13,42,0,Matches
Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,20.7,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,0,0,0,0,1,1,0,Matches
Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,26,14,9,12,5,10,29,34.5,19,264,77,29.2,56,169,39,20,4,0,16,28,17,0,Matches
Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,82,63,20,52,10,22,81,27.2,59,668,202,30.2,152,405,111,58,6,0,52,56,69,0,Matches
Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,0,0,0,0,0,0,0,,0,10,2,20.0,0,4,6,1,0,0,1,0,0,0,Matches
Yıldırım Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,5,3,4,1,0,2,3,66.7,1,31,10,32.3,18,12,1,7,3,0,4,4,8,1,Matches
Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,17.8,22,19,4,10,8,3,27,11.1,24,473,136,28.8,39,194,240,17,3,0,14,7,3,0,Matches
Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,45,29,18,19,8,12,34,35.3,22,478,134,28.0,151,253,74,32,3,0,29,9,6,0,Matches
Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32.0,14,10,2,3,9,0,18,0.0,18,288,87,30.2,17,124,147,7,0,0,7,6,1,0,Matches
Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,28,16,8,14,6,15,32,46.9,17,186,58,31.2,76,68,42,30,5,0,25,18,25,0,Matches
Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,22,15,17,3,2,9,33,27.3,24,87,34,39.1,63,21,3,25,12,0,13,17,68,0,Matches
Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,17,8,9,8,0,4,17,23.5,13,144,39,27.1,64,63,17,13,1,0,12,9,3,0,Matches
Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,1,0,0,1,0,0,0,,0,15,4,26.7,3,8,4,1,0,0,1,1,3,0,Matches
Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,47,32,26,18,3,19,68,27.9,49,525,131,25.0,165,302,58,35,5,0,30,33,48,0,Matches
Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,17,7,3,5,9,5,19,26.3,14,349,88,25.2,31,146,172,18,3,0,15,7,7,0,Matches
Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,2,1,1,0,1,2,4,50.0,2,49,14,28.6,6,19,24,1,1,0,0,0,1,0,Matches
Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,52,31,29,21,2,24,56,42.9,32,248,82,33.1,120,83,45,33,3,0,30,32,71,0,Matches
Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,Matches
Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,21,1997,34.2,64,44,37,24,3,15,32,46.9,17,347,108,31.1,177,143,27,57,27,0,30,31,172,1,Matches
Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,25,1994,18.5,15,9,2,6,7,4,9,44.4,5,283,72,25.4,17,89,177,13,2,0,11,2,13,0,Matches
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,24,1995,31.7,81,59,31,38,12,19,81,23.5,62,692,187,27.0,224,323,145,76,13,1,63,38,59,0,Matches
Éder Militão,br BRA,DF,Real Madrid,es La Liga,21,1998,11.4,23,14,14,9,0,5,10,50.0,5,101,34,33.7,57,42,2,14,7,0,7,19,56,1,Matches
Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,28,1991,27.9,60,37,34,24,2,28,76,36.8,48,519,135,26.0,249,229,41,47,8,0,39,39,66,1,Matches
Vincenzo Millico,it ITA,"MF,FW",Torino,it Serie A,18,2000,2.4,1,1,1,0,0,1,3,33.3,2,42,9,21.4,14,13,15,4,0,0,4,0,2,0,Matches
James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,33,1986,10.4,17,10,3,12,2,4,22,18.2,18,169,41,24.3,50,93,26,15,3,1,12,8,25,0,Matches
Santi Mina,es ESP,"FW,MF",Celta Vigo,es La Liga,23,1995,21.6,14,8,6,6,2,4,38,10.5,34,405,101,24.9,66,198,141,24,3,0,21,9,27,0,Matches
Yerry Mina,co COL,DF,Everton,eng Premier League,24,1994,25.4,43,20,30,11,2,15,27,55.6,12,229,66,28.8,155,60,14,37,18,0,19,29,178,1,Matches
Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,24,1995,2.8,4,3,1,3,0,1,7,14.3,6,63,20,31.7,11,27,25,3,0,0,3,0,2,0,Matches
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,26,1993,32.2,25,17,18,6,1,10,18,55.6,8,160,66,41.3,106,43,11,71,54,2,17,33,223,7,Matches
Jorge Miramón,es ESP,DF,Levante,es La Liga,30,1989,27.0,63,32,42,17,4,26,49,53.1,23,303,90,29.7,165,105,33,65,9,0,56,43,72,0,Matches
Juan Miranda,es ESP,DF,Schalke 04,de Bundesliga,19,2000,8.7,15,7,8,7,0,7,19,36.8,12,155,45,29.0,80,56,19,28,6,0,22,9,32,0,Matches
Antonio Mirante,it ITA,GK,Roma,it Serie A,36,1983,5.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,1,Matches
